postgres_db  | 
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"COMMAND",  "id":4784913, "ctx":"SignalHandler","msg":"Shutting down all open transactions"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"REPL",     "id":4784914, "ctx":"SignalHandler","msg":"Acquiring the ReplicationStateTransitionLock for shutdown"}
kafka         | 	leader.imbalance.per.broker.percentage = 10
kafka         | 	listener.security.protocol.map = CONTROLLER:PLAINTEXT,PLAINTEXT:PLAINTEXT
kafka         | 	listeners = PLAINTEXT://kafka:9092,CONTROLLER://kafka:9093
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"INDEX",    "id":4784915, "ctx":"SignalHandler","msg":"Shutting down the IndexBuildsCoordinator"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"REPL",     "id":4784916, "ctx":"SignalHandler","msg":"Reacquiring the ReplicationStateTransitionLock for shutdown"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"REPL",     "id":4784917, "ctx":"SignalHandler","msg":"Attempting to mark clean shutdown"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"NETWORK",  "id":4784918, "ctx":"SignalHandler","msg":"Shutting down the ReplicaSetMonitor"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"SHARDING", "id":4784921, "ctx":"SignalHandler","msg":"Shutting down the MigrationUtilExecutor"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"ASIO",     "id":22582,   "ctx":"MigrationUtil-TaskExecutor","msg":"Killing all outstanding egress activity."}
kafka         | 	log.cleaner.backoff.ms = 15000
kafka         | 	log.cleaner.dedupe.buffer.size = 134217728
kafka         | 	log.cleaner.delete.retention.ms = 86400000
kafka         | 	log.cleaner.enable = true
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"COMMAND",  "id":4784923, "ctx":"SignalHandler","msg":"Shutting down the ServiceEntryPoint"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"CONTROL",  "id":4784927, "ctx":"SignalHandler","msg":"Shutting down the HealthLog"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"CONTROL",  "id":4784928, "ctx":"SignalHandler","msg":"Shutting down the TTL monitor"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"INDEX",    "id":3684100, "ctx":"SignalHandler","msg":"Shutting down TTL collection monitor thread"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"INDEX",    "id":3684101, "ctx":"SignalHandler","msg":"Finished shutting down TTL collection monitor thread"}
kafka         | 	log.cleaner.io.buffer.load.factor = 0.9
kafka         | 	log.cleaner.io.buffer.size = 524288
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"CONTROL",  "id":4784929, "ctx":"SignalHandler","msg":"Acquiring the global lock for shutdown"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"CONTROL",  "id":4784930, "ctx":"SignalHandler","msg":"Shutting down the storage engine"}
kafka         | 	log.cleaner.io.max.bytes.per.second = 1.7976931348623157E308
kafka         | 	log.cleaner.max.compaction.lag.ms = 9223372036854775807
kafka         | 	log.cleaner.min.cleanable.ratio = 0.5
kafka         | 	log.cleaner.min.compaction.lag.ms = 0
kafka         | 	log.cleaner.threads = 1
kafka         | 	log.cleanup.policy = [delete]
kafka         | 	log.dir = /tmp/kafka-logs
kafka         | 	log.dirs = /tmp/kraft-combined-logs
kafka         | 	log.flush.interval.messages = 9223372036854775807
kafka         | 	log.flush.interval.ms = null
kafka         | 	log.flush.offset.checkpoint.interval.ms = 60000
kafka         | 	log.flush.scheduler.interval.ms = 9223372036854775807
kafka         | 	log.flush.start.offset.checkpoint.interval.ms = 60000
kafka         | 	log.index.interval.bytes = 4096
kafka         | 	log.index.size.max.bytes = 10485760
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.379+00:00"},"s":"I",  "c":"STORAGE",  "id":22320,   "ctx":"SignalHandler","msg":"Shutting down journal flusher thread"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.380+00:00"},"s":"I",  "c":"STORAGE",  "id":22321,   "ctx":"SignalHandler","msg":"Finished shutting down journal flusher thread"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.380+00:00"},"s":"I",  "c":"STORAGE",  "id":22322,   "ctx":"SignalHandler","msg":"Shutting down checkpoint thread"}
kafka         | 	log.message.downconversion.enable = true
kafka         | 	log.message.format.version = 3.0-IV1
kafka         | 	log.message.timestamp.difference.max.ms = 9223372036854775807
kafka         | 	log.message.timestamp.type = CreateTime
kafka         | 	log.preallocate = false
kafka         | 	log.retention.bytes = -1
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.380+00:00"},"s":"I",  "c":"STORAGE",  "id":22323,   "ctx":"SignalHandler","msg":"Finished shutting down checkpoint thread"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.380+00:00"},"s":"I",  "c":"STORAGE",  "id":22261,   "ctx":"SignalHandler","msg":"Timestamp monitor shutting down"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.380+00:00"},"s":"I",  "c":"STORAGE",  "id":20282,   "ctx":"SignalHandler","msg":"Deregistering all the collections"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.380+00:00"},"s":"I",  "c":"STORAGE",  "id":22317,   "ctx":"SignalHandler","msg":"WiredTigerKVEngine shutting down"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.380+00:00"},"s":"I",  "c":"STORAGE",  "id":22318,   "ctx":"SignalHandler","msg":"Shutting down session sweeper thread"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.381+00:00"},"s":"I",  "c":"STORAGE",  "id":22319,   "ctx":"SignalHandler","msg":"Finished shutting down session sweeper thread"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.383+00:00"},"s":"I",  "c":"STORAGE",  "id":4795902, "ctx":"SignalHandler","msg":"Closing WiredTiger","attr":{"closeConfig":"leak_memory=true,"}}
kafka         | 	log.retention.check.interval.ms = 300000
kafka         | 	log.retention.hours = 168
kafka         | 	log.retention.minutes = null
kafka         | 	log.retention.ms = null
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.387+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"SignalHandler","msg":"WiredTiger message","attr":{"message":"[1748660839:387280][1:0x7906cba82700], close_ckpt: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 4, snapshot max: 4 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 2032"}}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.416+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"SignalHandler","msg":"WiredTiger message","attr":{"message":"[1748660839:416282][1:0x7906cba82700], WT_CONNECTION.close: [WT_VERB_RECOVERY_PROGRESS] shutdown checkpoint has successfully finished and ran for 32 milliseconds"}}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.416+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"SignalHandler","msg":"WiredTiger message","attr":{"message":"[1748660839:416360][1:0x7906cba82700], WT_CONNECTION.close: [WT_VERB_RECOVERY_PROGRESS] shutdown was completed successfully and took 32ms, including 0ms for the rollback to stable, and 32ms for the checkpoint."}}
kafka         | 	log.roll.hours = 168
kafka         | 	log.roll.jitter.hours = 0
kafka         | 	log.roll.jitter.ms = null
kafka         | 	log.roll.ms = null
kafka         | 	log.segment.bytes = 1073741824
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.435+00:00"},"s":"I",  "c":"STORAGE",  "id":4795901, "ctx":"SignalHandler","msg":"WiredTiger closed","attr":{"durationMillis":52}}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.435+00:00"},"s":"I",  "c":"STORAGE",  "id":22279,   "ctx":"SignalHandler","msg":"shutdown: removing fs lock..."}
kafka         | 	log.segment.delete.delay.ms = 60000
kafka         | 	max.connection.creation.rate = 2147483647
kafka         | 	max.connections = 2147483647
kafka         | 	max.connections.per.ip = 2147483647
kafka         | 	max.connections.per.ip.overrides = 
kafka         | 	max.incremental.fetch.session.cache.slots = 1000
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.435+00:00"},"s":"I",  "c":"-",        "id":4784931, "ctx":"SignalHandler","msg":"Dropping the scope cache for shutdown"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.435+00:00"},"s":"I",  "c":"FTDC",     "id":4784926, "ctx":"SignalHandler","msg":"Shutting down full-time data capture"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.435+00:00"},"s":"I",  "c":"FTDC",     "id":20626,   "ctx":"SignalHandler","msg":"Shutting down full-time diagnostic data capture"}
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.438+00:00"},"s":"I",  "c":"CONTROL",  "id":20565,   "ctx":"SignalHandler","msg":"Now exiting"}
kafka         | 	message.max.bytes = 1048588
kafka         | 	metadata.log.dir = null
kafka         | 	metadata.log.max.record.bytes.between.snapshots = 20971520
mongo_db      | {"t":{"$date":"2025-05-31T03:07:19.439+00:00"},"s":"I",  "c":"CONTROL",  "id":23138,   "ctx":"SignalHandler","msg":"Shutting down","attr":{"exitCode":0}}
kafka         | 	metadata.log.max.snapshot.interval.ms = 3600000
kafka         | 	metadata.log.segment.bytes = 1073741824
kafka         | 	metadata.log.segment.min.bytes = 8388608
kafka         | 	metadata.log.segment.ms = 604800000
kafka         | 	metadata.max.idle.interval.ms = 500
kafka         | 	metadata.max.retention.bytes = 104857600
kafka         | 	metadata.max.retention.ms = 604800000
kafka         | 	metric.reporters = []
kafka         | 	metrics.num.samples = 2
kafka         | 	metrics.recording.level = INFO
kafka         | 	metrics.sample.window.ms = 30000
kafka         | 	min.insync.replicas = 1
kafka         | 	node.id = 1
kafka         | 	num.io.threads = 8
kafka         | 	num.network.threads = 3
kafka         | 	num.partitions = 1
kafka         | 	num.recovery.threads.per.data.dir = 1
kafka         | 	num.replica.alter.log.dirs.threads = null
kafka         | 	num.replica.fetchers = 1
kafka         | 	offset.metadata.max.bytes = 4096
kafka         | 	offsets.commit.required.acks = -1
kafka         | 	offsets.commit.timeout.ms = 5000
kafka         | 	offsets.load.buffer.size = 5242880
kafka         | 	offsets.retention.check.interval.ms = 600000
kafka         | 	offsets.retention.minutes = 10080
kafka         | 	offsets.topic.compression.codec = 0
kafka         | 	offsets.topic.num.partitions = 50
kafka         | 	offsets.topic.replication.factor = 3
kafka         | 	offsets.topic.segment.bytes = 104857600
kafka         | 	password.encoder.cipher.algorithm = AES/CBC/PKCS5Padding
kafka         | 	password.encoder.iterations = 4096
kafka         | 	password.encoder.key.length = 128
kafka         | 	password.encoder.keyfactory.algorithm = null
kafka         | 	password.encoder.old.secret = null
kafka         | 	password.encoder.secret = null
kafka         | 	principal.builder.class = class org.apache.kafka.common.security.authenticator.DefaultKafkaPrincipalBuilder
kafka         | 	process.roles = [broker, controller]
kafka         | 	producer.id.expiration.check.interval.ms = 600000
kafka         | 	producer.id.expiration.ms = 86400000
kafka         | 	producer.purgatory.purge.interval.requests = 1000
kafka         | 	queued.max.request.bytes = -1
kafka         | 	queued.max.requests = 500
kafka         | 	quota.window.num = 11
kafka         | 	quota.window.size.seconds = 1
kafka         | 	remote.log.index.file.cache.total.size.bytes = 1073741824
kafka         | 	remote.log.manager.task.interval.ms = 30000
kafka         | 	remote.log.manager.task.retry.backoff.max.ms = 30000
kafka         | 	remote.log.manager.task.retry.backoff.ms = 500
kafka         | 	remote.log.manager.task.retry.jitter = 0.2
kafka         | 	remote.log.manager.thread.pool.size = 10
kafka         | 	remote.log.metadata.manager.class.name = null
kafka         | 	remote.log.metadata.manager.class.path = null
kafka         | 	remote.log.metadata.manager.impl.prefix = null
kafka         | 	remote.log.metadata.manager.listener.name = null
kafka         | 	remote.log.reader.max.pending.tasks = 100
kafka         | 	remote.log.reader.threads = 10
kafka         | 	remote.log.storage.manager.class.name = null
kafka         | 	remote.log.storage.manager.class.path = null
kafka         | 	remote.log.storage.manager.impl.prefix = null
kafka         | 	remote.log.storage.system.enable = false
kafka         | 	replica.fetch.backoff.ms = 1000
kafka         | 	replica.fetch.max.bytes = 1048576
kafka         | 	replica.fetch.min.bytes = 1
kafka         | 	replica.fetch.response.max.bytes = 10485760
kafka         | 	replica.fetch.wait.max.ms = 500
kafka         | 	replica.high.watermark.checkpoint.interval.ms = 5000
kafka         | 	replica.lag.time.max.ms = 30000
kafka         | 	replica.selector.class = null
kafka         | 	replica.socket.receive.buffer.bytes = 65536
kafka         | 	replica.socket.timeout.ms = 30000
kafka         | 	replication.quota.window.num = 11
kafka         | 	replication.quota.window.size.seconds = 1
kafka         | 	request.timeout.ms = 30000
kafka         | 	reserved.broker.max.id = 1000
kafka         | 	sasl.client.callback.handler.class = null
kafka         | 	sasl.enabled.mechanisms = [GSSAPI]
kafka         | 	sasl.jaas.config = null
kafka         | 	sasl.kerberos.kinit.cmd = /usr/bin/kinit
kafka         | 	sasl.kerberos.min.time.before.relogin = 60000
kafka         | 	sasl.kerberos.principal.to.local.rules = [DEFAULT]
kafka         | 	sasl.kerberos.service.name = null
kafka         | 	sasl.kerberos.ticket.renew.jitter = 0.05
kafka         | 	sasl.kerberos.ticket.renew.window.factor = 0.8
kafka         | 	sasl.login.callback.handler.class = null
kafka         | 	sasl.login.class = null
kafka         | 	sasl.login.connect.timeout.ms = null
kafka         | 	sasl.login.read.timeout.ms = null
kafka         | 	sasl.login.refresh.buffer.seconds = 300
kafka         | 	sasl.login.refresh.min.period.seconds = 60
kafka         | 	sasl.login.refresh.window.factor = 0.8
kafka         | 	sasl.login.refresh.window.jitter = 0.05
kafka         | 	sasl.login.retry.backoff.max.ms = 10000
kafka         | 	sasl.login.retry.backoff.ms = 100
kafka         | 	sasl.mechanism.controller.protocol = GSSAPI
kafka         | 	sasl.mechanism.inter.broker.protocol = GSSAPI
kafka         | 	sasl.oauthbearer.clock.skew.seconds = 30
kafka         | 	sasl.oauthbearer.expected.audience = null
kafka         | 	sasl.oauthbearer.expected.issuer = null
kafka         | 	sasl.oauthbearer.jwks.endpoint.refresh.ms = 3600000
kafka         | 	sasl.oauthbearer.jwks.endpoint.retry.backoff.max.ms = 10000
kafka         | 	sasl.oauthbearer.jwks.endpoint.retry.backoff.ms = 100
kafka         | 	sasl.oauthbearer.jwks.endpoint.url = null
kafka         | 	sasl.oauthbearer.scope.claim.name = scope
kafka         | 	sasl.oauthbearer.sub.claim.name = sub
kafka         | 	sasl.oauthbearer.token.endpoint.url = null
kafka         | 	sasl.server.callback.handler.class = null
kafka         | 	sasl.server.max.receive.size = 524288
kafka         | 	security.inter.broker.protocol = PLAINTEXT
kafka         | 	security.providers = null
kafka         | 	server.max.startup.time.ms = 9223372036854775807
kafka         | 	socket.connection.setup.timeout.max.ms = 30000
kafka         | 	socket.connection.setup.timeout.ms = 10000
kafka         | 	socket.listen.backlog.size = 50
kafka         | 	socket.receive.buffer.bytes = 102400
kafka         | 	socket.request.max.bytes = 104857600
kafka         | 	socket.send.buffer.bytes = 102400
kafka         | 	ssl.cipher.suites = []
kafka         | 	ssl.client.auth = none
kafka         | 	ssl.enabled.protocols = [TLSv1.2, TLSv1.3]
kafka         | 	ssl.endpoint.identification.algorithm = https
kafka         | 	ssl.engine.factory.class = null
kafka         | 	ssl.key.password = null
kafka         | 	ssl.keymanager.algorithm = SunX509
kafka         | 	ssl.keystore.certificate.chain = null
kafka         | 	ssl.keystore.key = null
kafka         | 	ssl.keystore.location = null
kafka         | 	ssl.keystore.password = null
kafka         | 	ssl.keystore.type = JKS
kafka         | 	ssl.principal.mapping.rules = DEFAULT
kafka         | 	ssl.protocol = TLSv1.3
kafka         | 	ssl.provider = null
kafka         | 	ssl.secure.random.implementation = null
kafka         | 	ssl.trustmanager.algorithm = PKIX
kafka         | 	ssl.truststore.certificates = null
kafka         | 	ssl.truststore.location = null
kafka         | 	ssl.truststore.password = null
kafka         | 	ssl.truststore.type = JKS
kafka         | 	transaction.abort.timed.out.transaction.cleanup.interval.ms = 10000
kafka         | 	transaction.max.timeout.ms = 900000
kafka         | 	transaction.remove.expired.transaction.cleanup.interval.ms = 3600000
kafka         | 	transaction.state.log.load.buffer.size = 5242880
kafka         | 	transaction.state.log.min.isr = 2
kafka         | 	transaction.state.log.num.partitions = 50
kafka         | 	transaction.state.log.replication.factor = 3
kafka         | 	transaction.state.log.segment.bytes = 104857600
kafka         | 	transactional.id.expiration.ms = 604800000
kafka         | 	unclean.leader.election.enable = false
kafka         | 	unstable.api.versions.enable = false
kafka         | 	zookeeper.clientCnxnSocket = null
kafka         | 	zookeeper.connect = 
kafka         | 	zookeeper.connection.timeout.ms = null
kafka         | 	zookeeper.max.in.flight.requests = 10
kafka         | 	zookeeper.metadata.migration.enable = false
kafka         | 	zookeeper.session.timeout.ms = 18000
kafka         | 	zookeeper.set.acl = false
kafka         | 	zookeeper.ssl.cipher.suites = null
kafka         | 	zookeeper.ssl.client.enable = false
kafka         | 	zookeeper.ssl.crl.enable = false
kafka         | 	zookeeper.ssl.enabled.protocols = null
kafka         | 	zookeeper.ssl.endpoint.identification.algorithm = HTTPS
kafka         | 	zookeeper.ssl.keystore.location = null
kafka         | 	zookeeper.ssl.keystore.password = null
kafka         | 	zookeeper.ssl.keystore.type = null
kafka         | 	zookeeper.ssl.ocsp.enable = false
kafka         | 	zookeeper.ssl.protocol = TLSv1.2
kafka         | 	zookeeper.ssl.truststore.location = null
kafka         | 	zookeeper.ssl.truststore.password = null
kafka         | 	zookeeper.ssl.truststore.type = null
kafka         |  (kafka.server.KafkaConfig)
kafka         | [2025-05-31 02:56:00,907] INFO [BrokerServer id=1] Waiting for the broker to be unfenced (kafka.server.BrokerServer)
kafka         | [2025-05-31 02:56:00,909] INFO [QuorumController id=1] The request from broker 1 to unfence has been granted because it has caught up with the offset of its register broker record 3. (org.apache.kafka.controller.BrokerHeartbeatManager)
kafka         | [2025-05-31 02:56:00,943] INFO [BrokerLifecycleManager id=1] The broker has been unfenced. Transitioning from RECOVERY to RUNNING. (kafka.server.BrokerLifecycleManager)
kafka         | [2025-05-31 02:56:00,943] INFO [BrokerServer id=1] Finished waiting for the broker to be unfenced (kafka.server.BrokerServer)
kafka         | [2025-05-31 02:56:00,943] INFO [SocketServer listenerType=BROKER, nodeId=1] Enabling request processing. (kafka.network.SocketServer)
kafka         | [2025-05-31 02:56:00,944] INFO Awaiting socket connections on kafka:9092. (kafka.network.DataPlaneAcceptor)
kafka         | [2025-05-31 02:56:00,945] INFO [BrokerServer id=1] Waiting for all of the authorizer futures to be completed (kafka.server.BrokerServer)
kafka         | [2025-05-31 02:56:00,946] INFO [BrokerServer id=1] Finished waiting for all of the authorizer futures to be completed (kafka.server.BrokerServer)
kafka         | [2025-05-31 02:56:00,946] INFO [BrokerServer id=1] Waiting for all of the SocketServer Acceptors to be started (kafka.server.BrokerServer)
kafka         | [2025-05-31 02:56:00,946] INFO [BrokerServer id=1] Finished waiting for all of the SocketServer Acceptors to be started (kafka.server.BrokerServer)
kafka         | [2025-05-31 02:56:00,946] INFO [BrokerServer id=1] Transition from STARTING to STARTED (kafka.server.BrokerServer)
kafka         | [2025-05-31 02:56:00,946] INFO Kafka version: 7.5.0-ccs (org.apache.kafka.common.utils.AppInfoParser)
kafka         | [2025-05-31 02:56:00,947] INFO Kafka commitId: ff3c201baa948d97889dc26c99d7cdc23d038f2e (org.apache.kafka.common.utils.AppInfoParser)
kafka         | [2025-05-31 02:56:00,947] INFO Kafka startTimeMs: 1748660160946 (org.apache.kafka.common.utils.AppInfoParser)
kafka         | [2025-05-31 02:56:00,948] INFO [KafkaRaftServer nodeId=1] Kafka Server started (kafka.server.KafkaRaftServer)
kafka         | [2025-05-31 03:07:19,371] INFO Terminating process due to signal SIGTERM (org.apache.kafka.common.utils.LoggingSignalHandler)
kafka         | [2025-05-31 03:07:19,376] INFO [BrokerServer id=1] Transition from STARTED to SHUTTING_DOWN (kafka.server.BrokerServer)
kafka         | [2025-05-31 03:07:19,377] INFO [BrokerServer id=1] shutting down (kafka.server.BrokerServer)
kafka         | [2025-05-31 03:07:19,380] INFO [BrokerLifecycleManager id=1] Beginning controlled shutdown. (kafka.server.BrokerLifecycleManager)
kafka         | [2025-05-31 03:07:19,381] INFO [QuorumController id=1] Unfenced broker 1 has requested and been granted an immediate shutdown. (org.apache.kafka.controller.BrokerHeartbeatManager)
kafka         | [2025-05-31 03:07:19,408] INFO [BrokerLifecycleManager id=1] The controller has asked us to exit controlled shutdown. (kafka.server.BrokerLifecycleManager)
kafka         | [2025-05-31 03:07:19,409] INFO [BrokerLifecycleManager id=1] beginShutdown: shutting down event queue. (org.apache.kafka.queue.KafkaEventQueue)
kafka         | [2025-05-31 03:07:19,409] INFO [BrokerLifecycleManager id=1] Transitioning from PENDING_CONTROLLED_SHUTDOWN to SHUTTING_DOWN. (kafka.server.BrokerLifecycleManager)
kafka         | [2025-05-31 03:07:19,409] INFO [broker-1-to-controller-heartbeat-channel-manager]: Shutting down (kafka.server.BrokerToControllerRequestThread)
kafka         | [2025-05-31 03:07:19,410] INFO [broker-1-to-controller-heartbeat-channel-manager]: Stopped (kafka.server.BrokerToControllerRequestThread)
kafka         | [2025-05-31 03:07:19,410] INFO [broker-1-to-controller-heartbeat-channel-manager]: Shutdown completed (kafka.server.BrokerToControllerRequestThread)
kafka         | [2025-05-31 03:07:19,412] INFO [SocketServer listenerType=BROKER, nodeId=1] Stopping socket server request processors (kafka.network.SocketServer)
kafka         | [2025-05-31 03:07:19,420] INFO Broker to controller channel manager for heartbeat shutdown (kafka.server.BrokerToControllerChannelManagerImpl)
kafka         | [2025-05-31 03:07:19,427] INFO [SocketServer listenerType=BROKER, nodeId=1] Stopped socket server request processors (kafka.network.SocketServer)
kafka         | [2025-05-31 03:07:19,429] INFO [data-plane Kafka Request Handler on Broker 1], shutting down (kafka.server.KafkaRequestHandlerPool)
kafka         | [2025-05-31 03:07:19,432] INFO [data-plane Kafka Request Handler on Broker 1], shut down completely (kafka.server.KafkaRequestHandlerPool)
kafka         | [2025-05-31 03:07:19,433] INFO [ExpirationReaper-1-AlterAcls]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,437] INFO [ExpirationReaper-1-AlterAcls]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,437] INFO [ExpirationReaper-1-AlterAcls]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,438] INFO [KafkaApi-1] Shutdown complete. (kafka.server.KafkaApis)
kafka         | [2025-05-31 03:07:19,447] INFO [TransactionCoordinator id=1] Shutting down. (kafka.coordinator.transaction.TransactionCoordinator)
kafka         | [2025-05-31 03:07:19,448] INFO [Transaction State Manager 1]: Shutdown complete (kafka.coordinator.transaction.TransactionStateManager)
kafka         | [2025-05-31 03:07:19,449] INFO [TxnMarkerSenderThread-1]: Shutting down (kafka.coordinator.transaction.TransactionMarkerChannelManager)
kafka         | [2025-05-31 03:07:19,450] INFO [TxnMarkerSenderThread-1]: Stopped (kafka.coordinator.transaction.TransactionMarkerChannelManager)
kafka         | [2025-05-31 03:07:19,450] INFO [TxnMarkerSenderThread-1]: Shutdown completed (kafka.coordinator.transaction.TransactionMarkerChannelManager)
kafka         | [2025-05-31 03:07:19,452] INFO [TransactionCoordinator id=1] Shutdown complete. (kafka.coordinator.transaction.TransactionCoordinator)
kafka         | [2025-05-31 03:07:19,453] INFO [GroupCoordinator 1]: Shutting down. (kafka.coordinator.group.GroupCoordinator)
kafka         | [2025-05-31 03:07:19,454] INFO [ExpirationReaper-1-Heartbeat]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,455] INFO [ExpirationReaper-1-Heartbeat]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,455] INFO [ExpirationReaper-1-Heartbeat]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,456] INFO [ExpirationReaper-1-Rebalance]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,457] INFO [ExpirationReaper-1-Rebalance]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,457] INFO [ExpirationReaper-1-Rebalance]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,458] INFO [GroupCoordinator 1]: Shutdown complete. (kafka.coordinator.group.GroupCoordinator)
kafka         | [2025-05-31 03:07:19,459] INFO [ReplicaManager broker=1] Shutting down (kafka.server.ReplicaManager)
kafka         | [2025-05-31 03:07:19,460] INFO [LogDirFailureHandler]: Shutting down (kafka.server.ReplicaManager$LogDirFailureHandler)
kafka         | [2025-05-31 03:07:19,460] INFO [LogDirFailureHandler]: Stopped (kafka.server.ReplicaManager$LogDirFailureHandler)
kafka         | [2025-05-31 03:07:19,460] INFO [LogDirFailureHandler]: Shutdown completed (kafka.server.ReplicaManager$LogDirFailureHandler)
kafka         | [2025-05-31 03:07:19,461] INFO [ReplicaFetcherManager on broker 1] shutting down (kafka.server.ReplicaFetcherManager)
kafka         | [2025-05-31 03:07:19,463] INFO [ReplicaFetcherManager on broker 1] shutdown completed (kafka.server.ReplicaFetcherManager)
kafka         | [2025-05-31 03:07:19,463] INFO [ReplicaAlterLogDirsManager on broker 1] shutting down (kafka.server.ReplicaAlterLogDirsManager)
kafka         | [2025-05-31 03:07:19,463] INFO [ReplicaAlterLogDirsManager on broker 1] shutdown completed (kafka.server.ReplicaAlterLogDirsManager)
kafka         | [2025-05-31 03:07:19,464] INFO [ExpirationReaper-1-Fetch]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,466] INFO [ExpirationReaper-1-Fetch]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,466] INFO [ExpirationReaper-1-Fetch]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,466] INFO [ExpirationReaper-1-Produce]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,468] INFO [ExpirationReaper-1-Produce]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,468] INFO [ExpirationReaper-1-Produce]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,469] INFO [ExpirationReaper-1-DeleteRecords]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,470] INFO [ExpirationReaper-1-DeleteRecords]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
